content,sentimen
"Saya baru saja di retas akun saya ,, uang hilang 720rbu,, untuk kelanjutan belum tau dari pihak dana y,, apakah uang bsa kembali atau tidak,, sudah melaporkan ke CS ,, tpi y gitu lah,, semoga aj cepat di selesaikan kan,,",1
mudah dalam bertransaksi pakai dana aj,1
sangat bermanfaat aplikasi dana...good,2
"Ini gmn ini aplikasinya masak saya mau update ke premium udah coba 10x gagal terus yang ke 11 bisa lanjut tapi kok harus pake dokumen tambahan harus KK,paspor nikah,SIM dll gitu gimana ini aduh kok jadi aneh ya jadi ga nyaman pake dana",0
Dana yang kita isi sering hilang sendiri mohon perbaikan nya,0
lebih mudah dan banyak manfaatnya makasi dana sukses selalu ya,2
Baik,2
"aplikasi yang bagus, top up gampang dan murah",2
𝟚𝟜𝟞𝟠𝟙𝟘,1
Ini gimana aplikasi makin lama makin kacau saja transaksi saya belum diterima sampai sekarang padahal dari pengirim saldonya sudah terpotong,0
Kenapa untuk menjadikan dana premium saja susah... Ribet sumpah harus nunggu 3-5 hari,0
ok,0
bintang 5 buat apps dana sangat membantu dan memudah kan aktifitas saya,2
"aplikasi buruk, ga aman, gamau bertanggung jawab, pelayanan lama, ga aman simpen uang di dana",0
"tiba² saldo terkuras abis tolong di tindak lanjutin , kalo sampai saldo tidak balik berarti permainan orang dalam dana yang menguras , masa otp gaada fermuk gaada pin ga ngsh tau siapa"" malah ilang saldo",0
Perfect,2
lemot ribet,0
sangat berguna,2
"Teman saya tf lewat bank bri ke sana kok tulisan nya dalam verifikasi udah di tunggu 1x 24 jam kok belum masuk masuk ke akun dana saya atau balik lagi ke akun BRI teman saya, padahal semua nya sudah benar nomor telepon dan pengguna dana",0
menyenangkan,2
sangat membantu,2
Beli voucher Alfamart tapi gak otomatis terpotong padahal sudah mencapai minimum transaksi dan menggunakan qris dana di Alfamart,1
bagus,2
masih bingung Makainya,0
👍,2
"Saya pengguna baru dari aplikasi DANA dan saya sangat puas pakai aplikasi DANA, TF uang sangat cepat dan lancar terimakasih salam sukses bersama DANA 👍🙏",2
keren,2
Ini gimna sih sya mau transaksi kok tiba tiba uang udah ga ada dan saya ck uang sya udah ada yg ngambil padahal saya blm melakukan transaksi apa pun.. Uang nya Lg saya butuhin buat beli susu anak saya ini malah ilang gimna sih,0
ok,0
ko sekarang dana error di suruh update tapi gabisa bisa gangguan terus tolong dong di benerin,0
joz,0
Saya tidak bisa buka dana,1
kenapa ga bisa tf dari dana ke dana sendiri. selalu ada notif tidak ada koneksi internet. tp klo ke bank lain bisa. aneh!!,0
ok,0
is the best,2
"Buat teman2 pengguna Dana jangan skli klian tertipu dengan SMS wa dari pihak Dana dan jangan kalian klik link yang dikirimkan pihak Dana dari wa, soalnya saldo saya korbannya saldo saya tersedot sendiri tanpa adanya aktivitas transaksi.",0
Sangat mendukung,2
sàngat membantu,2
saya sangat puas.. memudahkan saya untuk bertransaksi..,2
Good job,2
Gampang terbobol ternyata jangan percya keamanan aplikasi ini,0
kadang lama loading apk ini kadang ndak ..,0
bagus,2
sangat baik,2
Good,2
Sering eror,0
sangat puassss,2
Kurang puas dengan pelayanan...dan saldo hilang sendiri.g tanggung jawab...tau tau kesedot lazada,0
mantap,2
Suka eror sendiri,0
terimakasih dana sudah mempermudah segala aktivitas pembayaran saya,2
Sangat baik gaaaas,2
nice,0
Jgn sampai mengecewakan pengguna dana untuk selamanya..biar sukses yg punya apk dana,0
lumayan tapi kadang gangguan,0
Alhamdullilah ada dana tf lbih mudah. smoga ttp amanah terhadap nasabah dana. dan sukses buat dana,2
oke,2
sangat membantu sekali pake dana ini,2
"keren bngett,,saya sngatt suka apk nya bermanfaat",2
ok deh,0
Mantap,2
Bagus banget,2
Dua kalo top up gak bner bner,1
Ok,2
Dana ini sudah tidak aman lagi.. Saya baru saja kehilangan saldo sebesar 400 ribu jika team dari dana ini tidak bisa bertanggung jawab saya gak akan pakai apk dana ini lagi..,0
mantap,2
banyak gratis pengiriman beda bank.... 🙏,0
"Saldo saya tiba"" ada transaksi yg buka saya lakukan dan sampai saldo saya 0 Dari costumer dana tidak ada tindak lanjut sampai sekarang Hati"" bagi pengguna aplikasi dana yg tidak amanah",0
"Jangan mau pakai aplikasi ini, uang kita gak aman, kalo di taro di dana dan juga mereka tidak mau tanggung jawab, dan tidak mau menolong gmana solusi nya",0
Hapus akun dana,1
mantul,2
Mantapp,2
Baik,2
"dana mantap..,...",2
Aplikasi paling buruk gak bisa di andalkan,0
"Sering terjadi setiap ada saldo semua hilang, padahal gak pernah transaksi, aplikasi apa ini jelek sekali",0
Lama2 jengkel juga gak bisa di update,0
👍,2
metode ini sangat efektif,2
cepat terkirim,2
"sangat membantu , cuman sayang pernah gagal di saat akun bang saya tak bisa masuk Dana",2
Sangat membantu,2
oke,2
kios tenan,0
bagus,2
👍👍👍👍👍👍👍👍,2
keren banget bisa bayar robux dengan free loh,2
pengen segera aktifin dana paylaternya min l,1
Kenapa kok melebihi jumlah maksimum tidak bisa top up,0
"gaada admin kalau top up diatas berapa ribu gitu, mudah, gaada admin perbulannya juga",1
Masalah sudah di perbaiki,1
"Saya tidak merasa punya aplikasi Laen kenapa saldo saya tiba"" kepotong padahal seharusnya ada pemberitahuan dulu jujur merasa kecewa sama aplikasi dana",0
Good,2
ok,0
"Kesel saya kenapa ga bisa upgrade dana fremium padahal syarat sudah sesuai yang di arahkan,kalau fhoto ktp dengan sekarang tidak sama wajar karna sudah lama,sudah tambah umur,sekarang uang saya ga bisa di tarik di dana ga bisa juga di tf,sekarang apa ya g harus saya lakukan,bilang nya aplikasi dana itu dompet digital termudah tapi mana buktinya malah bikin puyeng",0
praktis,0
sangat baik,2
500 mb lebih aplikasi nya...🙏🧐,1
puass,2
"3 jan 24. DANA yang saya cintai. Saya pengguna setia dana, mohon laporan saya di follow up segera. Karena saya percaya. Uang itu sangat penting buat saya. Please. Pastikan aplikasi DANA, AMAN.",2
mantab,2
bagus,2
"Kenapa sekarang pelayanan Dana semakin memburuk dan makin lambat, dana saya dr 2 hr yg lalu status nya masih d proses truss.. padahal sblm seblm nya cuma 5 jam udh bisa d cairkan ,ini udh masuk hr ke tiga status nya gitu gitu truss.. kecewaa",0
sangat membantu,2
ok,0
sangat membantu,2
Tolong apknya cepatan dikit knp menginstalnya,0
Jos,2
Semakin lama semakin tidak jelas nau masuk akun lama aja butuh verifikasi padahal saya tidak pakai verifikasi perangkat dan sering mengalami kesalahan sistem,0
mntan aplikasi ini,1
Simpel dan mudah perbanyak cek in koin dong developernya,1
mantap,2
Mantap,2
Mantap,2
update terbaru,2
bagus,2
Poso podoe,0
memudahkan transaksi,2
"apk keren tp pernah kena tipu kirim ke dana, susah dilacak",0
Gmna ini ko ga bisa masuk masuk padahal sibyal bagus penyimpanan kosong,0
isi in dana dong min :>,1
seumur2 pake dana baru sekarang mengalami saldo saya ada transaksi ke akun google padahal saya tidak pernah melakukannya tolong dong pihak dana di bantu uang saya kembalikan lagi,0
saldo nya ngilang sendiri nyesel gua download ini mending ovo,0
Pelayanan yang buruk,0
Ngak bisa ngapa ngapain.... Mau cek saldo aja ngak nongol nongol.....,0
cepat,2
bagus banget,2
good,0
Sangat membantu,2
sangat bagus,2
"Assalamualaikum sdh beberapa bulan ini aplikasi dana saya tdk bisa diupdate maupun dipakai, kenapa & ada apa ya dgn aplikasi dana saya, jawaban selalu servernya sibuk & tidak ditanggapi, padahal nomer hp saya tidak bermasalah sama sekali, tolong dibantu informasi serta solusinya nggih trimakasih atas perhatiannya... Wass...",2
Aplikasi ini gmn sjak biki dana bisnis ... Danany ga bisa di tarik .. udah telfon CS to ga ad tanggapan dari pihak dana,1
"Mantul, cepat dan tepat",2
baik sekali,2
bagus gampang kirim uang,2
Sangat baik,2
kgk bisa di donlod,1
makasih,2
baik,2
Sangat jelek di hari terbalik,0
sangat membantu,2
"Aplikasi bobbrok , pelayanan buruk , makin lama dana makin ancur pelayanan nya , request ganti nomor aja udah kaya mau ketemu presiden ribet banget, udah 6 hari request ganti nomor tidak ada tanggapannya sudah lewat email dan pusat bantuan tidak ada tanggapan, dana makin lama bukan berkembang tapi makin ketinggalan jaman, buat kalian semua mending uninstall ni aplikasi , ganti aplikasi lain",0
Saldo hilang 400 ribu menghubungi customer service tidak ada hasil sangat mengecewakan,0
mantap sekali,2
DANA mantap,2
"Apa²an ini,akun tiba² ke hack tanpa ada notif,padahal gapernah ngetik pin pas lagi ditempat umum,dri THN 2022 aman² aja tuh",0
Ok,2
Sangat berguna,2
mudah,2
Tdk bisa log in ke app dana,1
baik.dan terpercaya,2
Kecewa saldo dana saya ada ya ambil tapi ngajuin pengambilan dana di tolak masa akun dana saya di bobol orang saya tutup aja jadi trouma isi saldo lagi.,0
likeee this is apk,1
paktis dan simpel,2
Mohon dibantu kode otp saya,1
sangat membantu,2
b aja si,0
gabisa premium punyaku,2
"Buat kalian jangan Pake apk Dana, Kareena saldo suka tiba"" terpotong tanpa alasan yg jelas padahal saya tidak pernah berlangganan apapun itu,dan tidak pernah memberi kode otp/Pin kepada orang lain,jadi saya sarankan jangan pernah pake apk Dana Terima Kasih 🙏🙏",2
aplikasi ini sangat keren 👍,2
"Tidak menyenangkan, kapok",0
apk terbaik yg pernah ada,2
sangat membantu,2
"aplikasi mantap,sangat membantu",2
😍,2
Mantap,2
memuaskan sangat membantu,2
Biarkan ⭐ yang bicara,1
proses baik dan cepat dalam transaksi,2
Kenapa kok gak bisa top up pulsa ya,0
sangat membantu. untuk trandfer ke mana pun.,2
Ksh 3 dlu.soalnaya susah msuk,0
"Akhir-akhir saya gak bisa login minta update udah di update selalu jaringan bermasalah terus padahal udah pakai data seluler udah coba wifi juga tetep aja gak bisa, sudah di install ulang juga tetep aja gak bisa, KECEWA BANGET",0
Aplikasi GK jls&pelayanan buruk...sampah,0
"Saya kecewa dengan pihak dana, karena pihak dana melakukan pembayaran langganan tanpa konfirmasi dari saya, akibatnya saldo saya berkurang tanpa sepengetahuan",0
okeh,0
Mau transfer aja susah banget setelah tahun baru.. sering eror dan membuat kecewa penguna,0
saldo ilang,0
cepat prosesnya,2
Sangat bermanfaat,2
Kok punya saya nggak bisa diupdate min,0
sangat puaaass,2
Saldo dana pulll,1
Tida kebuka aneh,0
"sangat membantu,dan bermanfaat",2
Kak ini gimana atasi tiba tiba ada transaksi tidak dikenal,1
Kenapa gak bisa di download lagi,0
"sy kurangin bintang nya ,dana skrg gak jelas nih masa sy transfer ke BCA dr jam 12 malam sampe siang jam 1 ini blom di proses juga , tolong dong pihak dana di proses jngn cuma chat pesan otomatis",0
Aplikasinya bagus. Cuma terllu berataja jdiagak lambat,0
"Kenapa updet Mulu ya, jd jelek sekarang apk nya",0
mantap,2
maaf saya blm bs menaktifkan kembali DANAnya,1
mantap,2
sangat bagus,2
baik,2
"Penggunaan yg Mudah,semua kebutuhan pembayaran Ada..",2
mantap,2
Di hp sya ko dana ga mau kebuka knpa ya.,1
aku suka banget,2
Cepat dan aman,2
sangat membantuy,2
Praktis dan Cepat,2
Sering gangguan,2
mantap xxxxxxxxxc,2
ok,0
Bermanfaat,2
menjadi mudah untuk transaksi apapun,2
bagus..tp lebih kan LG fitur ke amanan nya untuk bila ada yg mencoba masuk ke akun dana kami,2
Kenapa sya gk bisa ke buka ya padahal sudah download,0
Dana sangat membantu,2
mantap...dan cepat..,2
Sesuai dgn keperluan. Reill,2
"Poko nya puas pke dana, slma ini ga ada kendala",2
baik dan mudah terimakasih,2
oke,2
Kenapa aplikasi dana tidak bisa d update dan tidak bisa d buka.,0
Mantul,0
Eror saat transaksi.sama aja bohong.gak bermutu sama sekali,0
Mantap cepat,2
waktu lama klo mau tra sfer ke bank,1
Rewed gak bisa di ambil masalah,0
Tidak bisa upgrade akun premium min,1
Kok saldo saya terpotong 99.000 gimana ini?,0
sangat puas...bebas biaya admin,2
Terima kasih,2
cepat bget,2
Saya kehilangan saldo dana dan dari pihak DANA kurang membatu,1
Kenapa saya beli pulsa tidak masuk pulsa nya tolong donk di perbaiki lagi 🥲,0
Bos kenapa dana saya nga bisa di donload,1
Joss gandos dana,1
sangat membantu sekali bisa transaksi apa aja tanpa harus keluar rumah.,2
"Kenapa di hp gw sekarang nggak bisa buka fitur beli pulsa ,hp ram 2, tolong tanggapi",1
"Pengalaman yang buruk, saya top up tidak masuk masuk padahal saya top up jam 21.00 tapi malah masuk jam 12.13 sungguh sangat ironis, padahal saya mau cepat memakainya",0
data sulit masuk premiumnya,0
Bagus banget,2
Ahib,0
okeh mantap,2
Bug nya banyak bet,2
mantabbb👍,1
bgus,0
luar biasa sangat membantu dalam perbankkan saya,2
Asu,0
cukup nyaman,2
sangat bagus,2
lebih mudah,2
good banget,0
Baik,2
nyaman skali dg aplikasi dana ini,1
Ini aplikasi apalah ya.. sudah kirim foto ktp beeserta kartu keluarga tapi kok di persulit untuk upgrade ke PREMIUM ❓️❓️ MAAF SYA KSH BINTANG 1,1
"Hey bung Jelas jelas akun Dana saya premium, Kenapa dibilang akun tidal valid, Masalah adalah tentang akun saya bisa diretas dan saldo saya terkuras habis, sedangkan saya tidak pernah melakukan transaksi atau pembelian pelanggan di aplikasi Dana saya, Dan saya memohon untuk pihak ketiga yang berwewenang di dalam Akun Dana saya untuk segera pengembalian dana atau saldo saya, Trimakasih 2bulan enggak kelar juga kemana Pihak direktur yang bersangkutan untuk sebagai pihak ketiga,,, Memalukan",0
"sangat sangat membantu, terimakasih dana jadi lebih mudah",2
Good,2
"Skrg Sistem sering gangguan,ga kyk dulu,mau narik tunai aja harus loading lama bgt,hadeuhh,padahal sinyal bagus",0
"Bagaimana kinerja pihak dana ini,laporan saya nomor tiket 1 tapi sudah 2 Minggu belum selesai2 juga laporan saya,setiap saya hubungi CS di mintai data terus tapi tidak selesai juga laporan saya bagaimana kinerja pihak dana tidak kompeten,tidak serius dalam menangani keluhan pelanggan nya,saya mohon untuk pihak dana untuk lebih bagus lagi untuk menangani keluhan pelanggan nya,soal laporan tolong lah di kerjakan betul2 jagngan di kasih harapan palsu terus",0
mantap,2
sangat puas,2
Saya beli voucher potongan pulsa. pas beres transaksi pulsa nya enggak masuk malah saya yang nombok 👎,0
❤️,1
bagus,2
good kirim,1
Memudahkan transaksi sekali,2
sangat baik,2
tolong pihak dana untuk segera membantu memproses akun yang terindikasi penipuan dan segera di proses. karna banyak yang sudah menjadi korban dan di rugikan oleh oknum yg mengatasnamakan DANA PAYLATER. Tolong pihak dana segera di bantu proses pengembalian dana untuk nasabah yang terkena tipu dan di tindak lanjuti oknum yang telah menipu. terima kasih,0
"Tgl 24 Desember 2023 saya top up saldo 1,9,,, tgl 25 Desember 2023 tiba2 saldo saya hilang 1,9,,, liat histori ada Transfer ke orang lain, sedangkan saya tidak pernah melakukan transfer ke orang yg tidak saya kenal,, aplikasi mudah di bobol hati2 buat para pengguna DANA.",0
ok mantap,2
"Kok bisa ya akun dana di retas orang dengan mudah, saya telah mengalami kerugian , saldo saya hilang d ambil orang yg tidak bertanggung jawab . Mohon pertanggung jawabannya",0
sangat membantu,2
saya ingin mendaftar tapi tidak bisa,1
"Tolong DANA diperbaiki lagi fiturnya. Saya salah mengisi nominal saldo untuk transaksi lewat Indomaret, mau batalkan tidak bisa, katanya selesaikan dulu transaksi yang sedang berjalan, padahal dibagian aktivitas sudah kosong dibatalkan semuanya. Kalau saya butuh cepat dan hanya bisa di Indomaret pasti saya kesal sekali. Mohon solusinya bagaimana dari DANA, sudah chat CS pun katanya memang tidak bisa dibatalkan, berarti ini adalah KEKURANGAN aplikasi ini. Semoga DANA bisa lebih baik kedepannya.",0
"Perusahaan gede tapi kodingan cacat,, apk kok sering ngelek",0
sangat suka😍,2
saya mendaftar dana di nomer baru tapi tidak di acc sudah lama nya bahkan sy sudah menelfon costamer service nya berkali2 dan membuat email di help@dana .. stres dana sy dibuat lamanya menunggu pihak dana,0
Bagus,2
ok,0
Kenapa sih apk dana padahal udah top up tapi gak ada riwayat transaksi jdi aku yang kena tipu kan ada bukti udah transfer,0
Makin susah di gunakan buat buka aplikasinya aja lama,0
bagus lebih mudah,2
cukup membantu utk penyimpanan uang cash,2
makasih,2
"Pelayanan aplikasi semakin burukk, ganti nomor aja sering gagal di verif wajah padahal baru nyetel wajah kamera juga jernih. Pokoknya semakin buruk",0
cepat,2
dana top,2
"Tolong dong diperbaiki lagi saldo saya nyangkut ntah kmna, transfer ke bang malah pending saldo diDANA gk ada, direkening tujuan pun gk ada, sangat mengecewakan",0
"Duhh saldo masih banyak tapi nomornya udah mati,pas masuk dana suruh masukin kode otp tp karna kartu mati gdpt kode otp gabisa diambil uangnya,gimana ni😭😭",0
selalu ok,0
sangat membantu,2
Ok,2
"oke,baik",2
goodtry,2
"bagus pakai aplikasi dana, bayar apa saja jadi mudah",2
apk bagus membntu,2
"aneh gabisa upgrade ke dana premium, padahal semua data nya udh sesuai tpi tetep aja gagal.",0
good job,0
Knp saya baru download ngga bisa dibuka aplikasinya?,1
Menunggu sampai 1 minggu kalau paket dah ngk ada gitu katanya apknya cepat malah lama prosesnya,0
Ok,2
Saya nggak bisa tranfer uang... Sistem sibuk terus... Pusinggg,1
Terima kasih dana jadi belih mudah dalam melakukan transaksi,2
"bgs,sangat membantu",2
"Kenapa saat bener2 di butuhkan aplikasi lemot,,nanti kalo lemot pelanggan bisa kabur semua,,",0
Kenapa belum ada vitur mengganti nomor ponsel?,0
oke,2
mudah dan cepat,2
mantap,2
lemot,0
sangat bermanfaat sekali mempermudah transaksi,2
Ok,2
"Kebiasaan.... Kalau dana ada saldo lebih sari 1jt transaksi di persulit,.. jangan bicara jaringan... Saya buat buka m.banking baik baik saja,.. hayooo DANA perbaiki lagi aplikasi nya sistim dan sebagainya,.. saya mau tarik tunai di Alfamart sulit, mau transfer ke bank sulit",0
Kenapa ngga bisa di update,0
baik,2
Penanganan laporan CS sangat lama dan no respon tidak ada kontak email seperti aplikasi lain payah,0
"Akun saya di bekukan trs ada yg telvon katanya bantu buat biar bisa di balikin tapi malah di ambil uang saya , gmn sih dari dulu selalu ngandelin dana buat tf tf skrg kok gini ya dana",0
Terima kasih.,2
Dana sekarang kok malah agak ribet...verivikasi wajah nya gx jelas,0
"Kenapa akun dana saya ,belum keluar paylaternya mid",0
"Alhamdulillah sangat membantu transaksi, gampang di update, mudah dijangkau.. terimakasih DANA❤",2
"Kebanyakan proteksi bikin ribet pengguna aja, komplain lama balasnya wajar aja pasti yg komplain banyak, aplikasi konyol bikin susah aja",0
sangat membantu sekali disaat lg pulsa listrik habis,2
Bagus,2
membantu sekali,2
kali kali dapat THR dari dana,1
bagusd bgtt nyesel gk dowlod dari kemarin,1
jadi gampang apa aja,0
puas,2
Bagus,2
mantab,2
DANA 👍,1
sangat membantu dan sangat bermanfaat dalam semua transaksi di manapun dan kapanpun pokoknya aplikasi dana is the best,2
"Amplikasi busuk, saya isi dana lewat minimarket 200.000 tidak masuk, komplain di tanggapin tidak jelas, dan sampai hari ini lom masuk itu uang",0
Mantap,2
Sya mau buat akun dana baru,1
mantap,2
mantap,2
Sabgat membantu untuk teransfer uang.dan keperluan lainya 👍👍,2
Hi bang kenapa GK bisa di download dana nya terimakasih,2
membuat transaksi lebih mudah..terima kasih dana,2
ok siiiiip,0
Sangat membantu,2
"gimana ini uang saya kesedot 500 ribu walaupun bagi kalian sdikit bagi saya itu sangat berharga, tolong kembalikan saldonya",2
mudaah,2
sangat membantu dan bagus,2
"Kenapa ngk bisa di abdet dana nya,dan dana sudah di isi tpi tidak bisa digunakan",0
mantap,2
aku ksh bintang 5 udah bagus bangat,2
"Dana cicil ga jelas banget, aktivasi dah seminggu verifikasi pin gagal terus, ga niat banget bikin fitur barunya...",0
Aplikasi menghasilkan uang dengan mudah dapatkan uangnya,2
Bagus aku suka pelayanannya,2
pokonya memuaskan,2
"selamat siang. gimana caranya mengatasi ketika mentransfer saldo dari Atm Ke akun DANA "" Maaf Nomor DANA tidak terdaftar. terimaksih",1
Sangat bagus,2
sangat cepat,2
"Sangat2 kecewa dengan aplikasi dana dan pelayanan csnya yang tidak mau bertanggung jawab atas transaksi ilegal yang terjadi, uang dengan begitu mudahnya terpotong secara tiba2, rugi jutaan saya. Membuat laporan sana sini sesuai prosedur tetap tidak ada kejelasan. So hati2 guys kalo menggunakan dana kalau bisa GAUSAH. Bobrok. Keamanannya nol.",0
"cm krg sedikit, PDAM blm bs byr pake dana",0
mantap,2
"Aplikasi Dana nya sekarang mah udah nggak bisa di percaya lagi, Aplikasi Dana nya sering nggak bisa di buka.",0
mantap,2
okok,0
Aplikasinya sekarang makin buruk masa udah premium balik lagi gagal upgrade udah pke lama sekarang gini ya otomatis ga bisa transfer lah gimana ini,0
mudah terpercaya,2
dana tidak aman dalam menyimpan uang. uang saya sudah dua kali hilang sedangkan pihak dana tidak melakukan apapun dalam proses refund,0
sangat membantu,2
Parah.....aplikasi tiba tiba di downgrade .... Tambahan...hati hati pakai aplikasi ini bisa di hack ......not rekomendasi...pakai e wallet lain saja......PARAH Sudah lapor lewat DIANA....tidak ada solusi Ini no laporan saya 34680829,0
apalah anjir lama banget respon laporan gw udah 3 hari masih belum ada tindaklanjuti gw gajelas Dev,0
"Kenapa pas mau daftar akun dana premium selalu bilang anda terlalu sering mencoba,padahal baru aj download",0
Tingkat ke amanan kurang uang saya hilang dan tidak bisa di kembalikan padahal ada fitur proteksi nya tapi tetap gak bisa di andalkan,0
Ok,2
oke,2
Aku kasih 1 bintang dulu tapi kenapa udah di Download ko gak bisa ke buka,1
Kenapa susah kali jaringan nya,0
keren,2
ok,0
memuaskan,2
Apk ini gjls lama² smlm saya transfer dari dana ke e-wallet ovo status transaksi pending tpi barusan saya Coba isi pulsa status transaksi nya sukses,1
"apk yg sangat membantu untuk kehidupan sehari2,terus d kembangakan min",2
good,0
memudahkan berbagai cara yang dilakukan,1
sangat bermampaat,2
"efektif, efisien penggunaannya.",2
mantap,2
mantappp,2
sangat mempermuda membantu transaksi,2
👍👍👍👍👍👍,1
bagus,2
bgus,0
segala transaksi mudah dan aman,2
Maaf saya mau tanya kenapa ya ko dana saya ga bsa di transfer dr via bank setiap ada yg mau transfer selalu bacaannya tidak di temukan,0
Sekarang radak lemod dibuka gak bisa,1
Kenapa si harus daftar dasar gak punya hati gima aku d tidak bisa daftar aku sudah berkali-kali tapi gak bisa gimana yang gak punya nomber telpon ha🤧😭,0
lumayan membantu 👍,2
mantep ngebantu banget,2
good,0
"Serius ini gak bisa di update. Parah masih gak boleh bisa di update, mendingan hapus aja lah min gak bisa pake jg",0
"Sdh berkali"" ganti pin tetap masih bisa org lain log in ke akun . 2x sy khilngan saldo . DANA SUDAH TIDAK SAFETY . SALDO TIDAK DIKEMBALIKAN",1
"Saldo di dana tiba tiba hilang, di lihat riwayat transaksi ada bukti pengiriman yang tidak saya lakukan. Entah itu hacking ataupun phising, tapi terlihat keamanan aplikasi ini sudah tidak terjamin. Waktu minta bantuan ke pihak dana melalui chat jawabannya template dam tidak ada kejelasan sampai 3 hari ini. Mohon pertanggung jawabannya",0
mantap,2
Mantap,2
Klou berpindah akun bagai mana cara'y soal'y hnfon saya sudah hilang,1
sangat membantu,2
mantap,2
puas,2
Siiipp aku suka,2
oke,2
bagus sekali,2
sangat puas,2
Tindak lanjut dr pihak dana terlalu lama. Akun saya kena hack dan saldo hilang Berapa lama lagi saya harus menunggu ?,0
sangat membantu,2
aplikasi sangat membantu👍👍👍,2
Tidak bisa update,0
mantap,2
mantap,2
Cepat & akurat.,2
saya sulit sekali untuk ke dana premium nya padahal ktp sama wajah sama,0
Saya mengalami kegagalan transaksi karna server yang terlalu ramai mohon segera di perbaiki Saya sudah melakukan hal yang di sarankan namun masih sama saja terjadi kendala server sibuk Saya merasa tidak nyaman mengenai hal itu,0
"Saya baru saja di tipu bisa pulak ngirim uang sendiri tanpa pake pin, hilang uang saya 1,5jt",0
masih mahal dan kurang banyak diskon,0
"sangat membantu,,",2
biaya adm sangat murah,2
Banyak bug sangat aneh ada tulisan akunmu belum bisa di pakai,0
transaksi pake dana aman dan cepat,2
top,2
Kecewa banget dana ku Gabisa di buat klaim daget dan Gabisa di transfer juga,0
mohon di Proses premium yg cepat,1
bagus,2
mantap,2
"Keamanan sudah tidak baik, banyak saldo hilang, serta transaksi yang tak dikenal, ganti yang lain aja",0
Biar bintang yng berbicra,2
bagus,2
Memudahkan dalam pembayaran online,1
mataf,0
Mntap,2
ok,0
Kalau dalam negara memang bagus. Tapi tidak tahulah kalau di negara.,2
nyaman d gunakan GK ribet,2
mantap,2
oke banget,2
sangat membantu,2
sangat top,2
Ok,2
sangat terbantuu,2
Aplikasi ga aman uang bisa hilang dan dari developer nya tidak bertanggung jawab tidak bisa di klam...,0
satu dulu,1
lebih mudah,2
Sangat baik,2
Saya tidak bisa login ke akun saya Kata nya jaringan bermasalah tapi sinya saya bagus² aj,1
Susah gabung dana premium,0
Ya pkbo peep y,1
sangat mudah dan memuaskan,2
Bermanfaat buat ransaksi,2
Sangat membantu,2
Sulit di buka dana,0
mantap,2
Coba dulu semoga saja bisa masuk ke aplikasinya. Sdh coba daftar tapi tdk bisa masuk.,0
pokoknya hidup jdi lbih terang dengan ada nya siiiipp,0
"Kecewa sama dana simpan uang di dana skrng ga aman , saldo dana hilang tiba"" .",0
Mantab,2
"Sebuah aplikasi yang banyak perbaikan dan banyak trouble, saya selalu mendapatkan kesulitan akses dana, jaringan bermasalah... padahal jaringan aman dan bisa buat main game sepuasnya.",2
"aplikasi apaan ini katanya mempermudah,tp sering banget gangguan🤦 tolong donk diperbaiki lg terutama didana bisnis tuh g bisa banget dibuka""..",0
dapat di andalkan,2
"saya sangat kecewa ,karna saya tidak dapat melakukan transaksi",0
Keamanan kurang baik . Saldo didana tiba tiba hilang. Sudah chat Diana tapi respon lama . . Aplikasi buruk,0
Aplikasi dana merugikan.. Uang yang di transfer tidak masuk ke akun dana saya.,0
Ko ga bosa login yang itu,1
Sangat menarik dan membantu,2
jadi lebih mudah untuk transaksi kemana pun,2
lebih mudah transaksi,2
ok banget,0
mantap bos ku,2
aplikasi dana sangat membantu banget,2
Tolong aplikasinya dana di teliti kembali ...yang berhubungan dengan gogle play...banyak kasus pengambilan secara otomatis dilakukan oleh transaksi DANA tanpa sepengetahuan pihak nasabah...sebaik ya waktu di ambil oleh transaksi dana ke gogle play ada notifikasi persetujuan dari nasabah. terimakasih,1
Suruh Upgrade tapi lama proses mau kirim n ngambil dana tidak bisa.,0
mempermudah transaksi,2
Masa iya tahun baru gak ada saldo gratis masuk. 50 RB keee 100 RB keee pelit amat.,0
Sangat baik dan bagus apk ini,2
terus memberikan kemudahan untuk para penggunanya,2
sering g bisa masuk pdhl jaringan cukup stabil,2
baik,2
Apelikasi dana sanggat membatu,1
Sangat bruk,2
Kenapa tidak bisa isi saldo di indomaret ? Berhari hari katanya ada kendala pada proses ini coba lagi nanti. Udah di coba keterangan begitu terus ???,0
"Kesediaan clear data sudah di lakukan, nyatanya transaksi masih blm bisa, pagi ini loh ya,, dahlah dana, introspeksi aja aplikasi kalian semakin ga jelas, gausah melebar kmn2,, nyesel top up dana,,",0
Makin lama makin parah...sekarang mau top up dari indomaret aja ga bisa..,0
dana error.mau bayar listrik tdk tampil.mau isi pulsa tdk bs.....mohon d perbsiki...,0
ok pisan,0
Aplikasinya sngat menarik,2
sangat direkomendasikan.... banyakin lagi promo nya ya,2
Kenapa dana saya tidak mendapatkan reward padahal chek in setiap hari dan selalu di update katanya akun mencurigakan tolong di periksa,1
Dana terbaik,2
madep,0
Makin jelek aplikasi dana..saldo saya d ambil tiba2... buruk..saya tidak mau download aplikasi dana..😡😡😡😡,0
bagusss,2
sangat puas,2
cukup lama kalau terverifikasinya 🥺,0
